#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-27T02:07:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-27T02:07:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/271/19/table3&-order=I&-out=Gaia&-out=RAJ2000&-out=DEJ2000&-out=SNR-G&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=FeH&-out=e_FeH&-out=a/Fe&-out=e_a/Fe&-out=GMag&-out=e_GMag&-out=LFlame&-out=e_LFlame&-out=KIC&-out=Prot&-out=e_Prot&-out=Sph&-out=e_Sph&-out=S-index&-out=e_S-index&-out=SNR&-out=logRHK&-out=e_logRHK&-out=Mass&-out=e_Mass&-out=Age&-out=e_Age&-out=DR7&DR7=DR7&-out=Simbad&Simbad=Simbad&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22710019
#Name: J/ApJS/271/19
#Title: FGK dwarfs from LAMOST DR7 and Gaia DR3 and Kepler (Ye+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	creator=Ye L.	    First author or institution
#INFO	cites=bibcode:2024ApJS..271...19Y	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/271/19	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22710019	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_271_19_table3:
#Name: J/ApJS/271/19/table3
#Title: Sample
#Column	Gaia	(I19)	Gaia DR3 identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-9.3/78] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SNR-G	(F6.2)	[50/748] Spectral S/N per pixel in SDSS g-band	[ucd=stat.snr]
#Column	Teff	(I4)	[5000/6499] Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I2)	[1/38] Uncertainty in Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	[3.6/4.8] Log surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F5.2)	[0/0.08] Uncertainty in logg	[ucd=stat.error]
#Column	FeH	(F5.2)	[-1/0.5] Log iron abundance relative to hydrogen	[ucd=phys.abund.Fe]
#Column	e_FeH	(F5.2)	[0/0.1] Uncertainty in FeH	[ucd=stat.error]
#Column	a/Fe	(F5.2)	[-0.07/0.33] Log Alpha element to iron abundance ratio	[ucd=phys.abund]
#Column	e_a/Fe	(F5.2)	[0/0.03] Uncertainty in a/Fe	[ucd=stat.error;phys.abund]
#Column	GMag	(F5.2)	[1.9/6.4] Absolute magnitude in Gaia G band	[ucd=phys.magAbs;em.opt]
#Column	e_GMag	(F5.2)	[0/0.8] Standard error of Gmag	[ucd=stat.error;phot.mag]
#Column	LFlame	(F7)	[0.25/11.7] Stellar luminosity with FLAME pipeline	[ucd=phys.luminosity]
#Column	e_LFlame	(F7)	[0.001/1.1] Standard error of LFlame	[ucd=stat.error]
#Column	KIC	(I8)	[1026838/12935035]? Kepler Input Catalog identifier	[ucd=meta.id.cross]
#Column	Prot	(F5.2)	[0.49/63]? Rotation Period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0.02/10.2]? Uncertainty in Prot	[ucd=stat.error]
#Column	Sph	(F7.1)	[0.2/12192]? Amplitude brightness variations	[ucd=src.var.amplitude]
#Column	e_Sph	(F6.1)	[1/1022]? Uncertainty in Sph	[ucd=stat.error]
#Column	S-index	(F6.3)	[0.13/0.4]? Weight average value of S_L_ index	[ucd=spect.index]
#Column	e_S-index	(F6.3)	[0.002/0.03]? Uncertainty in S-index	[ucd=stat.error]
#Column	SNR	(F6.2)	[100/748]? S-index S/N	[ucd=stat.snr]
#Column	logRHK	(F7.4)	[-8.3/-4.1]? Chromospheric activity index, logR_HK_^+^	[ucd=phot.flux;arith.ratio]
#Column	e_logRHK	(F7.4)	[0.0025/0.06]? Uncertainty in logRHK	[ucd=stat.error]
#Column	Mass	(F5.2)	[0.7/1.4] Mass with grid-based modelling	[ucd=phys.mass]
#Column	e_Mass	(F5.2)	[0/0.2] Uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Age	(F5.2)	[0.1/13.8] Age with grid-based modelling	[ucd=time.age]
#Column	e_Age	(F5.2)	[0.01/4.4] Uncertainty in Age	[ucd=stat.error;time.age]
#Column	DR7	(A3)	Display data from LAMOST DR7 LRS (V/156) within 2"	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
Gaia;RAJ2000;DEJ2000;SNR-G;Teff;e_Teff;logg;e_logg;FeH;e_FeH;a/Fe;e_a/Fe;GMag;e_GMag;LFlame;e_LFlame;KIC;Prot;e_Prot;Sph;e_Sph;S-index;e_S-index;SNR;logRHK;e_logRHK;Mass;e_Mass;Age;e_Age;DR7;Simbad
2052906891896834816;290.46592;+38.94879;199.56;6335; 7; 4.29; 0.02;-0.04; 0.02; 0.03; 0.01; 3.77; 0.01;  2e+00;  3e-02; 3846936; 4.22; 0.32;  700.0;  48.2; 0.220; 0.004;200.41;-4.6019; 0.0073; 1.22; 0.02; 1.63; 0.09;DR7;Simbad
2052865797649964672;290.77621;+38.93563;345.31;6100; 4; 4.22; 0.01; 0.09; 0.01; 0.01; 0.01; 3.47; 0.01;  3e+00;  3e-02; 3847938; 2.74; 0.20; 2395.0; 189.7; 0.240; 0.003;344.72;-4.5196; 0.0046; 1.28; 0.01; 3.38; 0.02;DR7;Simbad
2052162312063747200;294.98328;+38.94679;129.08;5825;11; 4.19; 0.02;-0.14; 0.03; 0.05; 0.01; 4.24; 0.01;  1e+00;  1e-02; 3864237;24.52; 1.93;  171.8;   3.5; 0.167; 0.005;128.93;-5.0455; 0.0139; 1.00; 0.01; 8.14; 0.24;DR7;Simbad
2100060169606741760;286.33816;+39.00699;119.74;6282;13; 4.16; 0.03; 0.06; 0.03; 0.01; 0.02; 3.71; 0.13;  3e+00;  6e-02; 3938530; 5.24; 0.33;  164.6;  14.9; 0.177; 0.006;119.64;-4.9387; 0.0155; 1.32; 0.01; 2.41; 0.15;DR7;Simbad
2100061234758711296;286.46816;+39.04542;187.66;6025; 7; 4.32; 0.02; 0.02; 0.02;-0.01; 0.01; 4.11; 0.05;  2e+00;  6e-02; 3938845;10.60; 0.91;  243.5;  12.2; 0.181; 0.004;187.31;-4.8890; 0.0086; 1.12; 0.02; 3.71; 0.29;DR7;Simbad
2099497975568192512;289.23758;+39.00884;107.36;5827;12; 4.35; 0.03;-0.29; 0.04; 0.06; 0.02; 4.87; 0.02;  9e-01;  1e-02; 3946553;21.13; 0.93;   54.9;   5.1; 0.192; 0.006;109.00;-4.8040; 0.0129; 0.94; 0.02; 4.32; 1.06;DR7;Simbad
2052774263309624704;291.98782;+39.07045;146.77;5775; 9; 4.14; 0.02;-0.04; 0.02; 0.02; 0.01; 4.00; 0.03;  2e+00;  2e-02; 3956115;20.65; 1.68;   40.3;   3.0; 0.157; 0.006;146.66;-5.1900; 0.0154; 1.02; 0.01; 8.65; 0.10;DR7;Simbad
2053089101591239168;292.70435;+39.02043;125.91;5806;11; 4.00; 0.02; 0.08; 0.03; 0.03; 0.02; 3.69; 0.03;  3e+00;  4e-02; 3958877;23.76; 2.92;  100.6;   5.2; 0.168; 0.005;125.38;-5.0313; 0.0129; 1.20; 0.03; 5.30; 0.49;DR7;Simbad
2100250896213484416;285.23923;+39.13888;163.72;5773; 8; 4.17; 0.02; 0.20; 0.02; 0.01; 0.01; 3.60; 0.01;  3e+00;  3e-02; 4037745;11.32; 0.87;  257.8;  12.6; 0.161; 0.006;163.60;-5.1343; 0.0155; 1.22; 0.03; 5.28; 0.61;DR7;Simbad
2100437916273119616;286.50712;+39.16675;173.49;5873; 8; 4.31; 0.02;-0.29; 0.02; 0.01; 0.01; 4.44; 0.01;  1e+00;  2e-02; 4041102;16.21; 3.29;   66.4;   4.5; 0.188; 0.005;173.22;-4.8367; 0.0103; 0.92; 0.01; 9.26; 0.32;DR7;Simbad
2100390602913390848;286.71463;+39.10247;144.61;5910; 9; 4.07; 0.02; 0.05; 0.02;-0.01; 0.01; 3.71; 0.01;  2e+00;  3e-02; 4041607;15.22; 1.77;  162.2;   3.9; 0.184; 0.005;144.42;-4.8618; 0.0108; 1.20; 0.01; 4.66; 0.11;DR7;Simbad
2101000492568067328;289.34729;+39.15845;220.72;5977; 6; 4.11; 0.01; 0.15; 0.02;-0.01; 0.01; 3.67; 0.10;  3e+00;  4e-02; 4049209;12.38; 0.76;   92.0;   3.0; 0.173; 0.003;220.19;-4.9712; 0.0082; 1.28; 0.01; 3.77; 0.07;DR7;Simbad
2052961725738200192;290.78940;+39.11461;249.90;6322; 6; 4.08; 0.01;-0.14; 0.02; 0.03; 0.01; 3.35; 0.01;  3e+00;  4e-02; 4054425; 4.63; 0.46;  115.9;  11.1; 0.202; 0.003;249.64;-4.7138; 0.0070; 1.28; 0.01; 2.80; 0.09;DR7;Simbad
2053151155279948288;292.23553;+39.19394;124.24;5527;11; 4.50; 0.02;-0.02; 0.03; 0.01; 0.01; 4.99; 0.02;  8e-01;  9e-03; 4059778;13.60; 1.16; 3192.4; 114.0; 0.217; 0.006;124.44;-4.6929; 0.0116; 0.92; 0.02; 8.14; 1.04;DR7;Simbad
2100439398038055936;286.65674;+39.22759;104.92;5795;14; 4.27; 0.03;-0.12; 0.03; 0.02; 0.02; 4.59; 0.03;  1e+00;  3e-02; 4141290;18.86; 1.37;  322.4;  15.4; 0.197; 0.006;104.96;-4.7748; 0.0137; 0.96; 0.02; 7.11; 0.91;DR7;Simbad
2100396070408113792;286.92671;+39.24294;139.84;5570; 9; 4.21; 0.02; 0.23; 0.02; 0.02; 0.01; 4.62; 0.05;  1e+00;  1e-02; 4141974;19.96; 3.36;  195.4;   8.0; 0.187; 0.006;139.80;-4.8743; 0.0126; 1.02; 0.01; 7.62; 0.32;DR7;Simbad
2099656992437108480;287.72025;+39.27539;112.42;6441;14; 4.01; 0.03;-0.27; 0.04; 0.05; 0.02; 3.02; 0.07;  5e+00;  1e-01; 4143921; 4.09; 0.55;  164.6;  17.4; 0.206; 0.006;112.54;-4.6843; 0.0129; 1.32; 0.04; 2.63; 0.44;DR7;Simbad
2099736638310199552;287.94529;+39.26844;120.84;5747;11; 4.32; 0.02; 0.07; 0.03;-0.01; 0.01; 4.53; 0.02;  1e+00;  1e-02; 4144574;23.20; 2.69;   78.0;   4.6; 0.172; 0.005;120.62;-4.9865; 0.0126; 1.02; 0.01; 5.56; 0.66;DR7;Simbad
2100959501399885696;289.79160;+39.28533;186.40;5407; 7; 4.42; 0.01; 0.14; 0.02; 0.02; 0.01; 5.18; 0.01;  6e-01;  8e-03; 4150804;28.58; 3.73;  965.6;  26.8; 0.188; 0.004;186.00;-4.8875; 0.0082; 0.96; 0.01; 4.17; 0.61;DR7;Simbad
2053110748226561024;292.34700;+39.26536;154.76;5861; 8; 4.38; 0.02; 0.15; 0.02; 0.00; 0.01; 4.38; 0.01;  1e+00;  9e-03; 4160772;15.65; 2.14;  396.0;  14.3; 0.169; 0.005;156.00;-5.0268; 0.0129; 1.10; 0.01; 3.22; 0.19;DR7;Simbad
2052369402515399552;293.24684;+39.23681;143.69;6358;11; 4.12; 0.03;-0.49; 0.03; 0.09; 0.02; 3.57; 0.02;  3e+00;  5e-02; 4164511; 4.16; 0.37;  937.9;  66.2; 0.236; 0.006;143.63;-4.5256; 0.0106; 1.08; 0.02; 4.60; 0.34;DR7;Simbad
2076191627601381504;295.17221;+39.26700;173.45;6024; 8; 3.97; 0.02;-0.02; 0.02; 0.02; 0.01; 3.22; 0.01;  4e+00;  4e-02; 4173064;14.90; 1.28;   28.7;   2.4; 0.168; 0.005;173.30;-5.0308; 0.0121; 1.30; 0.03; 3.71; 0.38;DR7;Simbad
2100314466029533440;284.97683;+39.36466;193.93;5826; 6; 4.39; 0.01;-0.02; 0.02; 0.01; 0.01; 4.58; 0.01;  1e+00;  9e-03; 4242173;14.00; 1.61;  945.9;  34.7; 0.193; 0.003;191.89;-4.7962; 0.0074; 1.02; 0.01; 4.43; 0.13;DR7;Simbad
2052795703786493440;291.80490;+39.34645;142.08;5728; 9; 4.39; 0.02;-0.07; 0.02; 0.00; 0.01; 4.73; 0.02;  1e+00;  1e-02; 4263194;21.48; 2.15;  105.6;   6.2; 0.187; 0.005;142.16;-4.8543; 0.0110; 0.96; 0.01; 6.60; 0.31;DR7;Simbad
2053123426970432000;293.07553;+39.36821;135.67;5670;10; 4.41; 0.02; 0.05; 0.02;-0.02; 0.01; 4.80; 0.09;  9e-01;  1e-02; 4268371;15.19; 1.75; 1886.3;  34.6; 0.192; 0.007;136.41;-4.8222; 0.0150; 1.00; 0.02; 4.33; 0.76;DR7;Simbad
2100317317887868800;284.98250;+39.48606;109.11;5336;11; 4.49; 0.02;-0.10; 0.03; 0.01; 0.01; 5.47; 0.01;  5e-01;  7e-03; 4345548;25.72; 3.53;  620.0;  18.3; 0.194; 0.006;109.10;-4.8588; 0.0125; 0.84; 0.02; 7.22; 1.39;DR7;Simbad
2101020730454079232;289.23090;+39.46274;278.24;6438; 5; 4.15; 0.01; 0.13; 0.01; 0.04; 0.01; 3.19; 0.01;  4e+00;  4e-02; 4356683; 3.09; 0.40;  191.4;  17.4; 0.187; 0.003;278.74;-4.8330; 0.0074; 1.40; 0.01; 1.51; 0.07;DR7;Simbad
2101019901521749376;289.24765;+39.44917;245.76;6484; 6; 4.09; 0.02;-0.26; 0.02; 0.08; 0.01; 3.47; 0.01;  3e+00;  4e-02; 4356743; 3.55; 0.35;  313.7;  26.3; 0.208; 0.004;245.67;-4.6692; 0.0081; 1.24; 0.02; 2.14; 0.09;DR7;Simbad
2101008326588566400;289.31662;+39.42650;117.54;5695;11; 4.45; 0.02;-0.16; 0.03; 0.04; 0.01; 4.90; 0.02;  9e-01;  1e-02; 4356977;19.39; 2.26;  418.2;  15.6; 0.200; 0.005;117.49;-4.7636; 0.0113; 0.90; 0.02; 8.07; 1.02;DR7;Simbad
2100986954831753472;289.82556;+39.41086;223.42;6222; 6; 4.17; 0.02;-0.33; 0.02; 0.07; 0.01; 3.93; 0.09;  2e+00;  3e-02; 4358822;11.21; 0.74;   29.3;   5.2; 0.211; 0.004;223.99;-4.6603; 0.0079; 1.08; 0.01; 4.13; 0.22;DR7;Simbad
2100979120810664448;290.08130;+39.45515;124.47;5914;11; 4.09; 0.02; 0.21; 0.03; 0.01; 0.01; 3.33; 0.11;  3e+00;  8e-02; 4359846;14.95; 1.61;  196.1;  10.0; 0.198; 0.005;124.71;-4.7578; 0.0112; 1.24; 0.04; 5.29; 0.57;DR7;Simbad
2053163451761824256;292.17909;+39.45753;125.26;5677;10; 4.48; 0.02; 0.06; 0.03; 0.00; 0.01; 4.83; 0.03;  9e-01;  1e-02; 4367157;19.39; 2.16;  988.3;  31.3; 0.175; 0.005;125.50;-4.9638; 0.0123; 1.00; 0.01; 3.64; 0.66;DR7;Simbad
2053159710854906368;292.32916;+39.41286;241.57;6218; 6; 4.30; 0.01;-0.15; 0.02; 0.00; 0.01; 4.01; 0.01;  2e+00;  1e-02; 4367689; 8.36; 1.06;  105.1;   6.3; 0.182; 0.003;241.43;-4.8762; 0.0079; 1.12; 0.02; 2.49; 0.06;DR7;Simbad
2099757013635539456;287.65991;+39.51021;130.67;5579;10; 4.47; 0.02;-0.11; 0.03; 0.01; 0.01; 5.19; 0.02;  7e-01;  1e-02; 4451655;20.47; 1.93;  477.9;  17.7; 0.195; 0.005;130.72;-4.8158; 0.0116; 0.92; 0.02; 3.95; 1.01;DR7;Simbad
2100980598279501312;290.27924;+39.56425;143.25;6093;10; 4.08; 0.02;-0.08; 0.03; 0.02; 0.02; 3.43; 0.04;  3e+00;  6e-02; 4460061; 9.05; 1.25;  311.4;   9.0; 0.192; 0.004;143.03;-4.7897; 0.0100; 1.24; 0.04; 3.97; 0.52;DR7;Simbad
2052985953656353792;291.68649;+39.51061;188.10;6444; 8; 4.22; 0.02; 0.09; 0.02; 0.05; 0.01; 3.34; 0.07;  3e+00;  4e-02; 4464689; 3.18; 0.21;  108.7;  13.8; 0.194; 0.005;188.13;-4.7733; 0.0102; 1.38; 0.01; 1.03; 0.12;DR7;Simbad
2100468191499421184;286.49042;+39.63842;276.98;5671; 5; 4.15; 0.01; 0.12; 0.01; 0.02; 0.01; 3.90; 0.01;  2e+00;  2e-02; 4545983;41.49; 4.03;  309.3;   7.1; 0.166; 0.003;276.91;-5.0622; 0.0089; 1.16; 0.01; 6.07; 0.15;DR7;Simbad
2100478602500243584;286.90253;+39.69498;162.71;5626; 8; 4.35; 0.02; 0.01; 0.02;-0.01; 0.01; 4.75; 0.02;  9e-01;  8e-03; 4546924;22.03; 2.03;   54.9;   3.4; 0.180; 0.005;162.33;-4.9219; 0.0120; 0.94; 0.01; 8.23; 0.70;DR7;Simbad
2100994440954058496;290.04398;+39.64901;135.55;5625; 9; 4.38; 0.02; 0.08; 0.02;-0.01; 0.01; 4.73; 0.02;  1e+00;  1e-02; 4556086;26.46; 3.18;  402.7;  12.7; 0.178; 0.005;135.51;-4.9365; 0.0114; 0.98; 0.01; 7.13; 0.79;DR7;Simbad
2053180081875190912;292.06793;+39.61412;101.97;5718;12; 4.08; 0.02; 0.39; 0.03; 0.02; 0.01; 3.61; 0.04;  3e+00;  5e-02; 4562996;30.26; 2.04;  398.5;  11.3; 0.147; 0.007;102.31;-5.4166; 0.0215; 1.34; 0.04; 4.19; 0.56;DR7;Simbad
2053177406120363136;292.14779;+39.62394;216.38;6040; 6; 4.38; 0.01; 0.00; 0.02;-0.02; 0.01; 4.30; 0.01;  1e+00;  1e-02; 4563261; 9.03; 0.76; 1381.1;  60.5; 0.207; 0.003;215.14;-4.6890; 0.0069; 1.10; 0.01; 2.34; 0.33;DR7;Simbad
2100658063412939520;286.30516;+39.74993;168.10;5296; 8; 4.53; 0.01;-0.08; 0.02;-0.02; 0.01; 5.49; 0.01;  5e-01;  6e-03; 4638608; 9.17; 0.65; 5714.8; 244.6; 0.255; 0.004;167.83;-4.5840; 0.0075; 0.84; 0.01; 6.56; 1.12;DR7;Simbad
2100470081285054720;286.53325;+39.71878;144.92;5575;10; 4.35; 0.02;-0.12; 0.02; 0.12; 0.01; 4.68; 0.02;  1e+00;  1e-02; 4639149;35.59; 5.89;  210.9;   7.2; 0.194; 0.006;144.88;-4.8222; 0.0124; 0.90; 0.01;12.82; 0.22;DR7;Simbad
2099732068465417344;288.59680;+39.73384;184.81;5747; 7; 4.42; 0.02;-0.10; 0.02; 0.03; 0.01; 4.69; 0.01;  1e+00;  8e-03; 4644327;19.42; 2.27;   70.9;   4.1; 0.171; 0.004;185.27;-5.0055; 0.0112; 0.94; 0.01; 7.17; 0.24;DR7;Simbad
2100997846869262336;290.04147;+39.71603;172.45;5918; 8; 4.21; 0.02; 0.23; 0.02; 0.04; 0.01; 3.96; 0.01;  2e+00;  3e-02; 4649071;14.78; 2.71;  141.3;   3.6; 0.178; 0.004;172.27;-4.9162; 0.0085; 1.20; 0.01; 3.81; 0.16;DR7;Simbad
2053223585607386112;293.28873;+39.73157;119.83;6460;15; 4.04; 0.03;-0.20; 0.04; 0.08; 0.02; 2.96; 0.01;  5e+00;  6e-02; 4660134; 6.49; 1.13;  127.9;   9.0; 0.214; 0.007;119.72;-4.6355; 0.0141; 1.38; 0.02; 2.29; 0.12;DR7;Simbad
2101224724219860224;289.09621;+39.82748;109.87;5891;12; 4.38; 0.03;-0.10; 0.03; 0.07; 0.01; 4.64; 0.01;  1e+00;  1e-02; 4737848;19.73; 2.58;   94.3;   5.5; 0.181; 0.005;108.24;-4.8896; 0.0127; 1.04; 0.02; 2.38; 0.80;DR7;Simbad
2101061476803561728;289.67709;+39.88901;116.15;5863;11; 4.49; 0.02;-0.02; 0.03; 0.01; 0.01; 4.62; 0.01;  1e+00;  2e-02; 4739683; 6.04; 0.44; 2687.3; 145.3; 0.229; 0.006;116.10;-4.5900; 0.0111; 1.02; 0.02; 3.04; 0.84;DR7;Simbad
2101047496691232768;289.94153;+39.85733;306.16;5395; 4; 4.58; 0.01;-0.03; 0.01;-0.03; 0.01; 5.35; 0.01;  5e-01;  6e-03; 4740598; 9.49; 0.71; 3487.1; 146.0; 0.232; 0.002;305.80;-4.6529; 0.0045; 0.90; 0.01; 2.96; 0.79;DR7;Simbad
2101085464201770368;290.56726;+39.86899;160.02;5914; 8; 4.27; 0.02; 0.20; 0.02; 0.01; 0.01; 3.97; 0.02;  2e+00;  3e-02; 4742786;16.16; 2.21;  122.0;   6.7; 0.185; 0.004;160.07;-4.8535; 0.0093; 1.18; 0.01; 4.22; 0.15;DR7;Simbad
2053066183645759616;290.83395;+39.83607;144.09;6313;10; 4.23; 0.02;-0.19; 0.03; 0.04; 0.02; 3.81; 0.02;  2e+00;  3e-02; 4743582; 5.06; 0.53;   88.9;  11.6; 0.188; 0.005;144.14;-4.8209; 0.0119; 1.16; 0.01; 2.53; 0.21;DR7;Simbad
2053234683802989312;293.37488;+39.86541;169.54;5692; 8; 4.16; 0.02; 0.19; 0.02; 0.01; 0.01; 4.01; 0.01;  2e+00;  2e-02; 4752155;24.86; 6.41;  131.7;   3.0; 0.194; 0.006;170.35;-4.8019; 0.0122; 1.16; 0.01; 5.92; 0.14;DR7;Simbad
2052502134185030272;293.79286;+39.88709;204.87;6192; 7; 4.25; 0.01; 0.20; 0.02; 0.01; 0.01; 3.55; 0.02;  3e+00;  3e-02; 4753787; 6.81; 0.55;  104.8;   7.5; 0.180; 0.004;205.66;-4.9036; 0.0103; 1.32; 0.01; 2.24; 0.11;DR7;Simbad
2103349805316344448;284.75865;+39.95002;191.03;6208; 7; 4.12; 0.02;-0.46; 0.02; 0.10; 0.01; 3.79; 0.01;  2e+00;  3e-02; 4816116; 7.11; 0.70;   75.0;   7.4; 0.200; 0.005;192.95;-4.7310; 0.0105; 1.02; 0.01; 6.23; 0.11;DR7;Simbad
2100685134590247424;286.60483;+39.94551;211.34;5660; 6; 4.45; 0.01; 0.30; 0.01; 0.00; 0.01; 4.72; 0.01;  1e+00;  7e-03; 4820170; 9.63; 0.73; 3702.1; 155.0; 0.219; 0.004;211.24;-4.6646; 0.0073; 1.08; 0.02; 1.88; 0.11;DR7;Simbad
2101060072355128832;289.46887;+39.90763;184.76;5828; 7; 4.10; 0.02;-0.03; 0.02; 0.03; 0.01; 3.77; 0.03;  2e+00;  4e-02; 4827905;23.31; 3.19;   81.1;   4.0; 0.175; 0.004;183.84;-4.9551; 0.0095; 1.14; 0.01; 5.84; 0.13;DR7;Simbad
2101145112707198976;289.93588;+39.99499;102.53;5368;12; 4.51; 0.02;-0.10; 0.03; 0.02; 0.01; 5.44; 0.04;  5e-01;  7e-03; 4829488;17.84; 1.42; 2801.1;  94.5; 0.223; 0.007;103.05;-4.6974; 0.0134; 0.86; 0.02; 5.82; 1.87;DR7;Simbad
2101141706795254784;289.97086;+39.91936;160.71;5275; 7; 4.59; 0.01; 0.03; 0.02;-0.01; 0.01; 5.50; 0.01;  5e-01;  6e-03; 4829624;18.09; 1.46; 4389.8; 134.2; 0.244; 0.004;160.45;-4.6310; 0.0078; 0.88; 0.01; 4.63; 0.83;DR7;Simbad
2053200220987322112;292.73737;+39.94304;117.95;6416;15; 4.27; 0.03; 0.02; 0.04; 0.03; 0.02; 3.35; 0.03;  3e+00;  6e-02; 4838854; 3.79; 0.34;  558.8;  44.5; 0.221; 0.007;118.04;-4.5949; 0.0141; 1.34; 0.02; 1.72; 0.18;DR7;Simbad
2076371706991498368;295.61264;+39.90749;181.96;5860; 7; 4.48; 0.01;-0.12; 0.02; 0.03; 0.01; 4.71; 0.01;  1e+00;  7e-03; 4850194;21.94; 2.44;   58.9;   3.2; 0.207; 0.004;181.75;-4.7053; 0.0077; 0.98; 0.01; 3.09; 0.20;DR7;Simbad
2076372222387623808;295.67900;+39.95508;108.71;5766;11; 4.40; 0.02; 0.24; 0.02;-0.01; 0.01; 4.45; 0.02;  1e+00;  8e-03; 4850488; 8.78; 0.63; 5277.6; 242.0; 0.225; 0.006;108.39;-4.6187; 0.0117; 1.10; 0.01; 3.58; 0.53;DR7;Simbad
2076324874666583936;295.84008;+39.93122;163.81;5683; 7; 4.44; 0.02;-0.07; 0.02; 0.01; 0.01; 4.89; 0.01;  8e-01;  7e-03; 4851239; 8.04; 0.67; 1080.1;  52.6; 0.229; 0.004;159.51;-4.6144; 0.0075; 0.96; 0.01; 4.05; 0.22;DR7;Simbad
2103506863680265856;283.86845;+40.08633;125.40;5524;10; 4.41; 0.02; 0.12; 0.02; 0.02; 0.01; 4.97; 0.02;  8e-01;  6e-03; 4902609;22.55; 2.28; 1042.0;  34.1; 0.173; 0.005;125.30;-4.9998; 0.0125; 0.98; 0.01; 4.94; 0.76;DR7;Simbad
2101147483529334912;290.07922;+40.09374;144.48;5963; 9; 4.45; 0.02; 0.02; 0.02; 0.00; 0.01; 4.39; 0.01;  1e+00;  1e-02; 4918088; 9.42; 0.81; 1641.0;  72.3; 0.200; 0.005;144.45;-4.7399; 0.0100; 1.08; 0.01; 2.68; 0.43;DR7;Simbad
2053259349793936128;293.51484;+40.00244;123.81;5959;12; 4.37; 0.03;-0.14; 0.03; 0.04; 0.02; 4.45; 0.02;  1e+00;  1e-02; 4929905; 9.88; 0.81; 1744.7;  77.9; 0.238; 0.007;123.53;-4.5399; 0.0118; 1.02; 0.02; 4.27; 0.58;DR7;Simbad
2052512716984478848;293.76096;+40.05540;126.57;5848;11; 4.11; 0.02; 0.05; 0.03; 0.00; 0.02; 3.67; 0.04;  3e+00;  4e-02; 4930802;16.64; 1.48;  127.5;   7.0; 0.173; 0.006;127.09;-4.9790; 0.0159; 1.14; 0.03; 6.52; 0.52;DR7;Simbad
2076373974734337152;295.73093;+40.02887;196.89;6198; 7; 4.07; 0.02;-0.28; 0.02; 0.06; 0.01; 3.48; 0.01;  3e+00;  3e-02; 4938988; 8.92; 0.96;   82.2;   3.6; 0.200; 0.004;196.99;-4.7292; 0.0085; 1.18; 0.01; 4.00; 0.07;DR7;Simbad
2073715218180578944;296.85001;+40.09829;185.31;6294; 8; 4.32; 0.02; 0.01; 0.02; 0.01; 0.01; 3.77; 0.02;  2e+00;  2e-02; 4944361; 7.17; 0.60;   47.3;   5.1; 0.172; 0.004;185.26;-4.9959; 0.0104; 1.24; 0.01; 1.71; 0.28;DR7;Simbad
2103364923601348992;285.04515;+40.11459;127.46;5574;10; 4.35; 0.02; 0.06; 0.03; 0.01; 0.01; 4.86; 0.05;  9e-01;  9e-03; 4992502;23.20; 2.61;  951.6;  34.3; 0.210; 0.006;125.65;-4.7217; 0.0129; 0.96; 0.01; 6.79; 0.83;DR7;Simbad
