#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-23T23:05:56 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-23T23:05:57	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-out.all=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/132/161/table2&-order=I&-out=Name&-out=HIP&-out=n_HIP&-out=HD/DM&-out=SpType&-out=n_SpType&-out=Teff&-out=log(g)&-out=VTurb&-out=[M/H]&-out.all=2&-out=Note&-out=Fit&-out=SMW&-out=logR&-out=AC&-out=n_AC&-out=Obs&-out=t5&-out=SimbadName&-out=_RA&-out=_DE&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51320161
#Name: J/AJ/132/161
#Title: NStars project: The southern sample. I. (Gray+, 2006)
#INFO	ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	creator=Gray R.O.	    First author or institution
#INFO	cites=bibcode:2006AJ....132..161G	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2006	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/132/161	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51320161	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-11-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_132_161_table2:
#Name: J/AJ/132/161/table2
#Title: Spectral types, basic physical parameters and chromospheric indices
#Column	Name	(A10)	Star name	[ucd=meta.id;meta.main]
#Column	HIP	(I6)	? Hipparcos catalog designation	[ucd=meta.id]
#Column	n_HIP	(A1)	[*] For HIP 117815, 2 HD designations	[ucd=meta.note]
#Column	HD/DM	(a8)	The HD or DM designation	[ucd=meta.id]
#Column	SpType	(a22)	MK Spectral type	[ucd=src.spType]
#Column	n_SpType	(A1)	[*] Note on the spectral type in notes.dat file	[ucd=meta.note]
#Column	Teff	(I5)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	? Log of the surface gravity	[ucd=phys.gravity]
#Column	VTurb	(F4.1)	? Microturbulent velocity	[ucd=phys.veloc]
#Column	[M/H]	(F5.2)	? Overall metal abundance (2)	[ucd=phys.abund.Z]
#Column	Note	(A1)	[*] indicates a note detailed in notes.dat file	[ucd=meta.note]
#Column	Fit	(A1)	[K] Remark on the fitting process (3)	[ucd=meta.note]
#Column	SMW	(F6.3)	? Mt. Wilson system chromospheric activity index	[ucd=phot.flux;arith.ratio]
#Column	logR	(F7.3)	? Ca II K & H line chromospheric flux measure	[ucd=phot.flux;arith.ratio]
#Column	AC	(A2)	Chromospheric activity class (4)	[ucd=src.class]
#Column	n_AC	(A1)	[*] Note on the chromospheric activity in notes.dat file	[ucd=meta.note]
#Column	Obs	(a7)	Spectrum source (5)	[ucd=meta.id;instr.tel]
#Column	t5	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	SimbadName	(a17)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name;HIP;n_HIP;HD/DM;SpType;n_SpType;Teff;log(g);VTurb;[M/H];Note;Fit;SMW;logR;AC;n_AC;Obs;t5;SimbadName;_RA;_DE
HIP   7058;  7058; ;        ;K5- V                 ; ;     ;     ;    ;     ; ; ; 0.485; -4.881;I ; ;CTIO   ; ;HIP   7058       ;022.74409;-48.87129
HIP   7170;  7170; ;        ;M1.5 V (k)            ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP   7170       ;023.10918;-21.90512
HIP   7228;  7228; ;        ;K5- V                 ; ;     ;     ;    ;     ; ; ; 0.556; -4.821;I ; ;SO     ; ;HIP   7228       ;023.28802;-24.91434
HIP   7235;  7235; ;9540    ;G8.5 V                ; ; 5428; 4.52; 1.0;-0.05; ; ; 0.228; -4.774;I ; ;SO     ; ;HIP   7235       ;023.31587;-24.17796
HIP   7254;  7254; ;9619    ;K0.5 V+               ; ; 5188; 4.26; 1.0; 0.01; ; ; 0.241; -4.768;I ; ;CTIO   ; ;HIP   7254       ;023.36123;-43.90131
HIP   7276;  7276; ;9562    ;G1 V                  ; ; 5830; 4.00; 1.0; 0.10; ; ; 0.139; -5.147;VI; ;CTIO   ; ;HIP   7276       ;023.42848;-07.02534
HIP   7357;  7357; ;9670    ;F9 V Fe-0.5           ; ; 6160; 4.31; 1.0;-0.25; ; ; 0.177; -4.831;I ; ;CTIO   ; ;HIP   7357       ;023.70361;+00.94477
HIP   7372;  7372; ;9770    ;K2 V (k)              ; ; 4733; 4.24; 1.0;-0.85; ; ; 0.662; -4.354;A ; ;SO     ; ;HIP   7372       ;023.75420;-29.91037
HIP   7396;  7396; ;9796    ;K0- V                 ; ;     ;     ;    ;     ; ; ; 0.190; -4.906;I ; ;SO     ; ;HIP   7396       ;023.83739;-21.20109
HIP   7404;  7404; ;9782    ;F9 V                  ; ; 5995; 4.39; 1.0;-0.03; ; ; 0.168; -4.913;I ; ;SO     ; ;HIP   7404       ;023.85962;-13.38103
HIP   7443;  7443; ;9895    ;F5 V Fe-0.7           ; ; 6588; 4.25; 2.0;-0.27; ; ; 0.328; -4.317;A ; ;CTIO   ; ;HIP   7443       ;023.96069;-39.94712
HIP   7539;  7539; ;10002   ;G9 V                  ; ; 5319; 4.39; 1.0; 0.26; ; ; 0.151; -5.091;I ; ;SO     ; ;HIP   7539       ;024.28595;-29.39326
HIP   7580;  7580; ;10009   ;F8.5 V Fe-0.5         ; ; 6162; 4.14; 1.0;-0.18; ; ; 0.199; -4.729;A ; ;CTIO/SO; ;HIP   7580       ;024.40712;-09.40383
HIP   7599;  7599; ;10180   ;G1 V                  ; ; 5793; 4.31; 1.0;-0.15; ; ; 0.182; -4.866;I ; ;CTIO   ; ;HIP   7599       ;024.47324;-60.51152
HIP   7601;  7601; ;10800   ;G0+ V                 ; ; 5782; 4.13; 1.0;-0.11; ; ; 0.252; -4.611;A ; ;CTIO   ; ;HIP   7601       ;024.48147;-82.97499
HIP   7687;  7687; ;10166   ;G9 V                  ; ; 5500; 4.81; 1.0; 0.07; ; ; 0.197; -4.883;I ; ;SO     ; ;HIP   7687       ;024.74104;-27.25221
HIP   7751;  7751; ;10360   ;K2 V                  ; ;     ;     ;    ;     ; ; ; 0.211; -4.899;I ; ;CTIO   ; ;HIP   7751       ;024.94808;-56.19642
HIP   7751;  7751; ;10361   ;K2 V                  ; ;     ;     ;    ;     ; ; ; 0.225; -4.839;I ; ;CTIO   ; ;HIP   7751       ;024.94808;-56.19642
HIP   7776;  7776; ;        ;M1 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP   7776       ;025.02005;-13.91136
HIP   7822;  7822; ;10370   ;G5 V                  ; ; 5612; 4.48; 1.0;-0.03; ; ; 0.170; -4.961;I ; ;SO     ;S;HIP   7822       ;025.15173;-36.48362
HIP   7829;  7829; ;        ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 0.915; -4.685;A ; ;CTIO   ; ;HIP   7829       ;025.18431;-49.23170
HIP   7916;  7916; ;10453   ;F6 V Fe-1 CH-0.5      ; ; 6457; 4.04; 1.4;-0.34; ; ; 0.271; -4.454;A ; ;SO     ; ;HIP   7916       ;025.43680;-11.32467
HIP   7978;  7978; ;10647   ;F9 V                  ; ; 6126; 4.38; 1.0;-0.09; ; ; 0.217; -4.675;A ; ;CTIO   ; ;HIP   7978       ;025.62215;-53.74083
HIP   7981;  7981; ;10476   ;K1 V                  ; ; 5155; 4.48; 1.0; 0.03; ; ; 0.151; -5.092;I ; ;CTIO   ; ;HIP   7981       ;025.62401;+20.26852
HIP   8008;  8008; ;        ;M0.5+ V               ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP   8008       ;025.70546;-25.89025
HIP   8039;  8039; ;10611   ;K0- V (k)             ; ; 5151; 4.49; 1.0; 0.06; ; ; 0.459; -4.457;A ; ;SO     ; ;HIP   8039       ;025.80970;-21.61977
HIP   8102;  8102; ;10700   ;G8.5 V                ; ; 5358; 4.57; 1.0;-0.40; ; ; 0.152; -5.065;I ; ;CTIO/SO; ;HIP   8102       ;026.01701;-15.93748
HIP   8195;  8195; ;        ;M0 V k                ; ;     ;     ;    ;     ; ; ; 2.235; -4.595;A ; ;CTIO   ; ;HIP   8195       ;026.33886;-39.95567
HIP   8209;  8209; ;10830   ;F2 V                  ; ; 6740; 3.83; 2.0;-0.23; ; ;      ;       ;  ; ;SO     ; ;HIP   8209       ;026.41149;-25.05261
HIP   8224;  8224; ;        ;K5 V                  ; ;     ;     ;    ;     ; ; ; 0.595; -4.727;A ; ;CTIO   ; ;HIP   8224       ;026.47441;-80.30016
HIP   8346;  8346; ;11020   ;G9 V                  ; ; 5250; 4.68; 1.0;-0.27; ; ; 0.147; -5.105;VI; ;SO     ; ;HIP   8346       ;026.90992;-26.75002
HIP   8361;  8361; ;-13 321 ;K4 V (k)              ; ;     ;     ;    ;     ; ; ; 0.505; -4.815;I ; ;SO     ; ;HIP   8361       ;026.93066;-12.77065
HIP   8453;  8453; ;        ;K7 V (k)              ; ;     ;     ;    ;     ; ; ; 1.305; -4.677;A ; ;CTIO   ; ;HIP   8453       ;027.24387;-32.34418
HIP   8514;  8514; ;11262   ;F9 V Fe-0.5           ; ; 6175; 4.35; 1.0;-0.33; ; ; 0.244; -4.571;A ; ;CTIO   ; ;HIP   8514       ;027.45354;-38.40284
HIP   8701;  8701; ;12110   ;K2 V                  ; ; 4979; 4.63; 1.0;-0.38; ; ; 0.241; -4.834;I ; ;CTIO   ; ;HIP   8701       ;027.99136;-81.01941
HIP   8768;  8768; ;11507   ;K9 V k                ; ;     ;     ;    ;     ; ; ; 2.232; -4.610;A ; ;SO     ; ;HIP   8768       ;028.20489;-22.43486
HIP   8881;  8881; ;11683   ;K2.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.435; -4.530;A ; ;SO     ; ;HIP   8881       ;028.59246;-15.72398
HIP   8987;  8987; ;11938   ;K4 V (k)              ; ;     ;     ;    ;     ; ; ; 0.935; -4.513;A ; ;CTIO   ; ;HIP   8987       ;028.95545;-52.84077
HIP   9007;  9007; ;11937   ;G9 IV                 ; ;     ;     ;    ;     ; ; ; 0.170; -5.011;I ; ;CTIO   ; ;HIP   9007       ;028.98940;-51.60888
HIP   9044;  9044; ;12058   ;K4.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.089; -4.478;A ; ;CTIO   ; ;HIP   9044       ;029.13539;-60.22664
HIP   9085;  9085; ;12042   ;F8.5 Fe-0.7           ; ; 6273; 4.25; 2.0;-0.41; ; ; 0.205; -4.681;A ; ;CTIO   ; ;HIP   9085       ;029.24994;-51.76625
HIP   9094;  9094; ;11964   ;G9 V CN+1             ; ; 5224; 3.88; 1.0; 0.10; ; ; 0.130; -5.209;VI; ;SO     ; ;HIP   9094       ;029.29003;-10.24243
HIP   9187;  9187; ;        ;K6+ V (k)             ; ;     ;     ;    ;     ; ; ; 1.579; -4.905;I ; ;CTIO   ; ;HIP   9187       ;029.57807;-65.21809
HIP   9236;  9236; ;12311   ;F0 IV                 ; ; 7201; 3.37; 2.3; 0.02; ; ;      ;       ;  ; ;CTIO   ; ;HIP   9236       ;029.69248;-61.56986
HIP   9381;  9381; ;12387   ;G5 V Fe-0.8 CH-0.7    ; ; 5729; 4.34; 1.0;-0.23; ; ; 0.179; -4.896;I ; ;CTIO   ; ;HIP   9381       ;030.13386;-40.73125
HIP   9398;  9398; ;        ;K5.5 V                ; ;     ;     ;    ;     ; ; ; 0.507; -4.861;I ; ;CTIO   ; ;HIP   9398       ;030.19807;-45.84215
HIP   9553;  9553; ;12617   ;K3 V                  ; ;     ;     ;    ;     ; ; ; 0.488; -4.646;A ; ;CTIO   ; ;HIP   9553       ;030.68769;-40.95087
HIP   9692;  9692; ;12754   ;F8.5 V                ; ;     ;     ;    ;     ; ; ; 0.200; -4.751;I ; ;SO     ; ;HIP   9692       ;031.16873;-16.28764
HIP   9711;  9711; ;        ;A3 I                  ;*;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP   9711       ;031.23358;-79.53841
HIP   9716;  9716; ;12786   ;G9.5 V (k)            ; ; 5209; 4.53; 1.0;-0.03; ; ; 0.391; -4.517;A ; ;SO     ; ;HIP   9716       ;031.24719;-15.67810
HIP   9749;  9749; ;        ;M1+ V                 ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP   9749       ;031.34855;-28.06973
HIP   9786;  9786; ;        ;M2.5+ V               ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP   9786       ;031.45231;-30.17664
HIP  10037; 10037; ;-17 400 ;K9 V (k)              ; ;     ;     ;    ;     ; ; ; 1.122; -4.894;I ; ;SO     ; ;HIP  10037       ;032.29542;-16.33959
HIP  10072; 10072; ;        ;M2.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  10072       ;032.40056;-14.35907
HIP  10138; 10138; ;13445   ;K1 V                  ; ; 5129; 4.51; 1.0;-0.27; ; ; 0.241; -4.768;I ; ;CTIO   ; ;HIP  10138       ;032.60800;-50.82374
HIP  10191; 10191; ;13513   ;K8 V k                ;*;     ;     ;    ;     ; ; ; 1.644; -4.757;I ; ;CTIO   ; ;HIP  10191       ;032.75925;-35.67076
HD 13513C ;      ; ;13513C  ;M1 V                  ;*;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;CD-36 816C       ;032.76232;-35.66795
HIP  10301; 10301; ;13808   ;K2 V                  ; ; 5034; 4.50; 1.0;-0.11; ; ; 0.170; -5.026;I ; ;CTIO   ; ;HIP  10301       ;033.17886;-53.74389
HIP  10312; 10312; ;        ;K9 V k                ; ;     ;     ;    ;     ; ; ; 1.897; -4.736;A ; ;SO     ; ;HIP  10312       ;033.21255;-17.68672
HIP  10370; 10370; ;        ;M1 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  10370       ;033.40598;-35.20667
HIP  10395; 10395; ;        ;M2 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  10395       ;033.47344;-32.04124
HIP  10421; 10421; ;13949   ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.016; -4.738;A ; ;CTIO   ; ;HIP  10421       ;033.57714;-49.86240
HIP  10542; 10542; ;14001   ;K3+ V (k)             ; ;     ;     ;    ;     ; ; ; 0.571; -4.590;A ; ;SO     ; ;HIP  10542       ;033.94226;-18.23816
HIP  10617; 10617; ;        ;M3 V kee              ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  10617       ;034.17166;-30.98840
HIP  10712; 10712; ;        ;M1.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  10712       ;034.48662;-35.61682
HIP  10798; 10798; ;14412   ;G8 V                  ; ; 5423; 4.63; 1.0;-0.37; ; ; 0.164; -4.997;I ; ;SO     ; ;HIP  10798       ;034.74377;-25.94569
HIP  10812; 10812; ;        ;M2.5+ V               ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  10812       ;034.79198;-36.77811
HIP  10842; 10842; ;14747   ;G7 V Fe-0.9           ; ; 5556; 4.48; 1.0;-0.39; ; ; 0.182; -4.889;I ; ;CTIO   ; ;HIP  10842       ;034.89057;-67.69847
HIP  10864; 10864; ;14526   ;K2+ V (k)             ; ; 4933; 4.28; 1.0;-0.13; ; ; 0.488; -4.499;A ; ;SO     ; ;HIP  10864       ;034.94952;-35.44549
HIP  10874; 10874; ;        ;K6+ V                 ; ;     ;     ;    ;     ; ; ; 0.322; -5.014;I ; ;CTIO   ; ;HIP  10874       ;034.99029;-74.56455
HIP  10925; 10925; ;14629   ;K3.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.603; -4.566;A ; ;CTIO   ; ;HIP  10925       ;035.17887;-39.03373
HIP  10938; 10938; ;        ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.022;       ;  ; ;CTIO   ; ;HIP  10938       ;035.22273;-64.21083
HIP  10977; 10977; ;14680   ;K2+ V                 ; ; 4883; 4.54; 1.0;-0.26; ; ; 0.287; -4.771;I ; ;SO     ; ;HIP  10977       ;035.34998;-30.93364
HIP  11029; 11029; ;14691   ;F3 V(n)               ; ; 6806; 3.91; 1.9;-0.18; ; ;      ;       ;  ; ;CTIO/SO; ;HIP  11029       ;035.50638;-10.77753
HIP  11072; 11072; ;14802   ;G0 V                  ; ; 5854; 4.06; 1.0;-0.08; ; ; 0.158; -4.985;I ; ;SO     ; ;HIP  11072       ;035.63561;-23.81633
HIP  11231; 11231; ;15064   ;G1 V                  ; ; 5753; 4.10; 1.0;-0.01; ; ; 0.170; -4.940;I ; ;CTIO   ; ;HIP  11231       ;036.14118;-40.84046
HIP  11323; 11323; ;        ;F6 IV                 ; ;     ;     ;    ;     ; ; ; 0.172; -4.801;I ; ;SO     ; ;HIP  11323       ;036.43618;-21.30915
HIP  11324; 11324; ;15146   ;F5.5 V Fe-0.6 CH-0.4  ; ; 6248; 3.01; 2.0;-0.39;*; ; 0.233; -4.598;A ; ;SO     ; ;HIP  11324       ;036.43735;-21.31328
HIP  11439; 11439; ;        ;M2 V                  ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  11439       ;036.87651;-30.90987
HIP  11565; 11565; ;15468   ;K4.5 V k              ; ;     ;     ;    ;     ; ; ; 0.854; -4.552;A ; ;SO     ; ;HIP  11565       ;037.25718;-19.97918
HIP  11739; 11739; ;-20 470 ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 1.129;       ;  ; ;SO     ; ;HIP  11739       ;037.87835;-20.02822
HIP  11759; 11759; ;15767   ;K2.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.452; -4.573;A ; ;SO     ; ;HIP  11759       ;037.92697;-15.27345
HIP  11783; 11783; ;15798   ;F5- V                 ; ; 6502; 4.02; 2.0;-0.19; ; ; 0.197; -4.684;A ; ;SO     ; ;HIP  11783       ;038.02179;-15.24467
HIP  11852; 11852; ;16348   ;K3.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.507; -4.658;A ; ;CTIO   ; ;HIP  11852       ;038.24555;-72.68743
HIP  11877; 11877; ;16077   ;G9 V Fe+0.4           ; ; 5146; 4.35; 1.0;-0.21; ; ; 0.344; -4.566;A ; ;CTIO   ; ;HIP  11877       ;038.30567;-51.93824
HIP  11964; 11964; ;16157   ;K8 V kee              ; ;     ;     ;    ;     ; ; ; 8.288; -3.997;VA;*;CTIO   ; ;HIP  11964       ;038.59403;-43.79635
HIP  12109; 12109; ;16280   ;K3.5 V (k)            ; ; 4582; 4.70; 1.0;-0.25; ; ; 0.432; -4.761;I ; ;SO     ; ;HIP  12109       ;039.00326;-27.17837
HIP  12110; 12110; ;16270   ;K3.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.879; -4.459;A ; ;SO     ; ;HIP  12110       ;039.00323;-23.52132
HIP  12114; 12114; ;16160   ;K3 V                  ; ; 4726; 4.58; 1.0;-0.14; ; ; 0.153; -5.153;VI; ;CTIO   ; ;HIP  12114       ;039.02043;+06.88679
HIP  12119; 12119; ;16297   ;G9 V                  ; ; 5446; 4.48; 1.0; 0.11; ; ; 0.223; -4.788;I ; ;SO     ; ;HIP  12119       ;039.03264;-28.21860
HIP  12144; 12144; ;        ;M2.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  12144       ;039.13645;-34.60879
HIP  12156; 12156; ;        ;K7- V (k)             ; ;     ;     ;    ;     ; ; ; 1.567; -4.629;A ; ;CTIO   ; ;HIP  12156       ;039.16270;-46.90509
HIP  12186; 12186; ;16417   ;G1 V                  ; ; 5745; 4.11; 1.0; 0.00; ; ; 0.146; -5.093;I ; ;SO     ; ;HIP  12186       ;039.24420;-34.57798
HIP  12261; 12261; ;        ;M3 V                  ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP  12261       ;039.46995;-58.75307
HIP  12288; 12288; ;16538   ;F6 V Fe-0.7 CH-0.4    ; ; 6253; 3.47; 2.0;-0.41; ; ; 0.175; -4.807;I ; ;SO     ; ;HIP  12288       ;039.57776;-30.19406
HIP  12390; 12390; ;16620   ;F5 V                  ; ; 6516; 4.02; 2.0;-0.25; ; ; 0.219; -4.606;A ; ;SO     ; ;HIP  12390       ;039.89082;-11.87210
HIP  12413; 12413; ;16754   ;A1 Vb                 ; ; 9132; 4.11; 2.0;-0.06; ; ;      ;       ;  ; ;CTIO   ; ;HIP  12413       ;039.94986;-42.89177
HIP  12426; 12426; ;        ;K8 V (k)              ; ;     ;     ;    ;     ; ; ; 2.038; -4.621;A ; ;CTIO   ; ;HIP  12426       ;039.98631;-38.46672
HIP  12444; 12444; ;16673   ;F8 V Fe-0.4           ; ; 6253; 4.14; 2.2;-0.20; ; ; 0.282; -4.473;A ; ;CTIO   ; ;HIP  12444       ;040.05176;-09.45287
HIP  12653; 12653; ;17051   ;F9 V Fe+0.3           ; ; 6080; 4.35; 1.0; 0.00; ; ; 0.234; -4.625;A ; ;CTIO   ; ;HIP  12653       ;040.63944;-50.80029
HIP  12723; 12723; ;17155   ;K4 V                  ; ;     ;     ;    ;     ; ; ; 0.210; -5.066;I ; ;CTIO   ; ;HIP  12723       ;040.89256;-46.45487
HIP  12837; 12837; ;17207   ;F7 V                  ; ; 6246; 4.37; 1.0;-0.10; ; ; 0.260; -4.526;A ; ;SO     ; ;HIP  12837       ;041.25456;-22.16653
HIP  12843; 12843; ;17206   ;F6 V                  ; ; 6378; 4.06; 2.0;-0.02; ; ; 0.253; -4.524;A ; ;SO     ; ;HIP  12843       ;041.27585;-18.57263
HIP  13008; 13008; ;17438   ;F5 V Fe-1.2 CH-0.8    ; ; 6721; 4.25; 2.0;-0.34; ; ; 0.428; -4.161;VA; ;SO     ; ;HIP  13008       ;041.79628;-22.48574
HIP  13363; 13363; ;17926   ;F6 V                  ; ; 6351; 4.30; 2.0;-0.16; ; ; 0.175; -4.807;I ; ;SO     ; ;HIP  13363       ;042.98436;-30.81452
HIP  13388; 13388; ;17970   ;K2 V                  ; ; 5036; 4.49; 1.0;-0.41; ; ; 0.145; -5.122;VI; ;SO     ; ;HIP  13388       ;043.08204;-33.45064
HIP  13402; 13402; ;17925   ;K1.5 V (k)            ; ; 5056; 4.48; 1.0; 0.08; ; ; 0.578; -4.357;A ; ;CTIO/SO; ;HIP  13402       ;043.13387;-12.76971
HIP  13513; 13513; ;18168   ;K2+ V (k)             ; ; 4820; 4.41; 1.0;-0.13; ; ; 0.585; -4.438;A ; ;SO     ; ;HIP  13513       ;043.51161;-35.90469
HIP  13594; 13594; ;18194   ;G9 V                  ; ; 5440; 4.57; 1.0;-0.24; ; ; 0.184; -4.903;I ; ;CTIO   ; ;HIP  13594       ;043.78874;-07.99593
HIP  13610; 13610; ;        ;M2+ V                 ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  13610       ;043.84668;-25.22481
HIP  13754; 13754; ;18599   ;K2 V (k)              ; ;     ;     ;    ;     ; ; ; 0.537; -4.416;A ; ;CTIO   ; ;HIP  13754       ;044.26230;-56.19209
HIP  13769; 13769; ;18445   ;K3- V (k)             ; ; 4755; 4.33; 1.0;-0.09; ; ; 0.337; -4.738;A ; ;SO     ; ;HIP  13769       ;044.30500;-24.97508
HIP  13772; 13772; ;18455   ;K2 V                  ; ; 5030; 4.33; 1.0;-0.15; ; ; 0.230; -4.834;I ; ;SO     ; ;HIP  13772       ;044.31130;-24.96951
HIP  13790; 13790; ;        ;K5+ V (k)             ; ;     ;     ;    ;     ; ; ; 1.155; -4.601;A ; ;SO     ; ;HIP  13790       ;044.38851;-26.26827
HIP  13841; 13841; ;        ;K5 V (k)              ; ;     ;     ;    ;     ; ; ; 0.560; -4.737;A ; ;CTIO   ; ;HIP  13841       ;044.53832;-36.57183
HD 18622  ;      ; ;18622   ;A3 IV-V               ;*;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HD 18622         ;044.56548;-40.30473
HIP  13886; 13886; ;        ;K6+ V k               ; ;     ;     ;    ;     ; ; ; 1.868; -4.599;A ; ;CTIO   ; ;HIP  13886       ;044.70449;-54.80422
HIP  13902; 13902; ;18709   ;G0 V Fe-0.4           ; ; 5877; 4.37; 1.0;-0.35; ; ; 0.173; -4.886;I ; ;CTIO   ; ;HIP  13902       ;044.74613;-43.74833
HIP  13942; 13942; ;18692   ;F4 V                  ; ; 6754; 4.05; 2.0; 0.02; ; ;      ;       ;  ; ;SO     ; ;HIP  13942       ;044.90076;-25.27413
HIP  14086; 14086; ;18907   ;K2 V Fe-1.3 CH-0.8    ; ; 5056; 3.67; 1.0;-0.72; ; ; 0.128; -5.230;VI; ;SO     ; ;HIP  14086       ;045.40679;-28.09149
HIP  14146; 14146; ;18978   ;A3 IV-V               ; ; 8045; 3.93; 2.0;-0.21; ; ;      ;       ;  ; ;SO     ; ;HIP  14146       ;045.59791;-23.62447
HIP  14165; 14165; ;        ;M2.5 V ke             ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  14165       ;045.65856;-18.16632
HIP  14223; 14223; ;        ;K6.5 V                ; ;     ;     ;    ;     ; ; ; 0.943;       ;  ; ;CTIO   ; ;HIP  14223       ;045.86019;-82.84421
HIP  14239; 14239; ;        ;M0 V ke               ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  14239       ;045.90294;-25.59246
HIP  14501; 14501; ;19467   ;G1 V                  ; ; 5734; 4.33; 1.0;-0.10; ; ; 0.164; -4.974;I ; ;SO     ;S;HIP  14501       ;046.82739;-13.76178
HIP  14555; 14555; ;        ;M0 V kee              ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  14555       ;046.98230;-28.21971
HIP  14559; 14559; ;        ;F9- V                 ; ;     ;     ;    ;     ; ; ; 0.184;       ;  ; ;SO     ; ;HIP  14559       ;046.99257;-28.22118
HIP  14568; 14568; ;        ;K9: V ke comp         ; ;     ;     ;    ;     ; ; ; 4.826; -4.140;VA; ;SO     ; ;HIP  14568       ;047.02776;-24.75965
HIP  14574; 14574; ;        ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.244;       ;  ; ;CTIO   ; ;HIP  14574       ;047.03805;-55.70444
HIP  14587; 14587; ;19819   ;K5 V (k)              ; ;     ;     ;    ;     ; ; ; 0.946; -4.655;A ; ;CTIO   ; ;HIP  14587       ;047.09347;-60.17255
HIP  14589; 14589; ;        ;K9 V (k)              ; ;     ;     ;    ;     ; ; ; 1.401;       ;  ; ;SO     ; ;HIP  14589       ;047.10215;-24.17323
